"USDMXN,Date:2020.10.04,22:07:40,TypeY:B"
"USDCHF,Date:2020.10.04,22:07:40,TypeY:B"
"XAUUSD,Date:2020.10.04,22:07:40,TypeY:B"
"USDCAD,Date:2020.10.04,22:07:40,TypeY:S"
"USDJPY,Date:2020.10.04,22:07:40,TypeY:B"
"XAGUSD,Date:2020.10.04,22:07:40,TypeY:B"
