"GBPCHF,Date:2020.09.24,05:55:42,Type1:DO NOTHING  Current Row : [0.0, 28.42, 31.47, 0.0, 21.42, 19.53, 1.20012, 1.20173, 1.19938, 1.19977, -314.96, -389.52, 0.0, 19.02, 78.22, 0.0, 0.0, 10.17, -219.32, -607.24, 0.0, 2.54, -54.83, -151.81, 2.4] Previous Row : [0.0, 28.55, 23.27, 0.0, 23.74, 25.3, 1.20052, 1.20136, 1.19832, 1.20013, 75.88, -6.09, 0.0, 45.11, 253.75, 0.0, 225.56, 332.38, 368.65, 0.0, 56.39, 83.1, 92.16, 0.0, 2.2]"
"GBPCHF,Date:2020.09.24,05:55:52,Type1:DO NOTHING  Current Row : [0.0, 28.42, 31.47, 0.0, 21.42, 19.53, 1.20012, 1.20173, 1.19938, 1.19977, -314.96, -389.52, 0.0, 19.02, 78.22, 0.0, 0.0, 10.17, -219.32, -607.24, 0.0, 2.54, -54.83, -151.81, 2.4] Previous Row : [0.0, 28.55, 23.27, 0.0, 23.74, 25.3, 1.20052, 1.20136, 1.19832, 1.20013, 75.88, -6.09, 0.0, 45.11, 253.75, 0.0, 225.56, 332.38, 368.65, 0.0, 56.39, 83.1, 92.16, 0.0, 2.2]"
