Date & Time,Index 1,Index 2,Index 3,Index 4,Index 5,Open Price,High Price,Low Price,Close Price,VA1,VA2,VA3,VA4,VA5,EST,TVA1,TVA2,TVA3,TVA4,ROC1,ROC2,ROC3,ROC4
2020.04.14 03:00,55.91,40.02,4.91,0,0,0.96671,0.96695,0.9655,0.96573,-10662.96,-7342.35,-566.38,0,0,20:00,-4278.08,-8869.84,-13759.99,-18571.69,-1069.52,-2217.46,-3440,-4642.92
2020.04.14 04:00,2.73,90.68,7.43,0,0,0.96573,0.9663,0.96491,0.96492,-254.07,-19709.5,-1441.35,0,0,21:00,-5331.14,-10910.1,-16069.41,-21404.92,-1332.79,-2727.53,-4017.35,-5351.23
2020.04.14 05:00,4.14,0,94.72,2,0,0.96493,0.965,0.96401,0.96411,-652.44,0,-27102.63,-102.74,0,22:00,-6736.64,-13111.22,-20284.86,-27857.81,-1684.16,-3277.8,-5071.22,-6964.45
2020.04.14 06:00,0,0,100.85,0,0,0.96411,0.96448,0.96392,0.96427,0,0,-35245.41,0,0,23:00,-8719.65,-17649.17,-26281.43,-35245.41,-2179.91,-4412.29,-6570.36,-8811.35
2020.04.14 07:00,0,0,100.85,0,0,0.96425,0.96458,0.96395,0.96456,0,0,-38621.1,0,0,0:00,-10445.04,-20312.03,-29856.54,-38621.1,-2611.26,-5078.01,-7464.14,-9655.27
2020.04.14 08:00,0,0,100.85,0,0,0.96456,0.9651,0.96446,0.96493,0,0,-31207.24,0,0,1:00,-7524.77,-13788.46,-22688.61,-31207.24,-1881.19,-3447.11,-5672.15,-7801.81
2020.04.14 09:00,0,16.59,84.26,0,0,0.96492,0.96581,0.96482,0.96545,0,-772.02,-10006.28,0,0,2:00,-3759.52,-5849.17,-8982.34,-10778.3,-939.88,-1462.29,-2245.59,-2694.57
2020.04.14 10:00,2.84,13.15,84.87,0,0,0.96545,0.96564,0.96455,0.96469,-2.99,-518.25,-12533.13,0,0,3:00,-2157.26,-5820.26,-8010.79,-13054.37,-539.32,-1455.07,-2002.7,-3263.59
2020.04.14 11:00,13.86,63.45,23.53,0,0,0.96469,0.96579,0.96464,0.96514,-338.84,-4247.42,-3059.92,0,0,4:00,-2796.28,-3747.42,-5186.96,-7646.18,-699.07,-936.86,-1296.74,-1911.55
2020.04.14 12:00,11.79,11.93,57.15,19.99,0,0.96515,0.96529,0.9629,0.96331,-1447.39,-798.67,-24799.15,-2122.81,0,5:00,-2309.85,-7827.05,-17514.39,-29168.03,-577.46,-1956.76,-4378.6,-7292.01
2020.04.14 13:00,0,0,100.85,0,0,0.96334,0.96395,0.96302,0.96339,0,0,-43738.8,0,0,6:00,-11568.46,-22336.83,-33502.05,-43738.8,-2892.11,-5584.21,-8375.51,-10934.7
2020.04.14 14:00,0,0,100.85,0,0,0.96338,0.96363,0.96175,0.962,0,0,-58170.42,0,0,7:00,-13827.81,-28154.9,-42613.53,-58170.42,-3456.95,-7038.73,-10653.38,-14542.6
2020.04.14 15:00,0,0,100.85,0,0,0.96201,0.96205,0.96062,0.96095,0,0,-56074.08,0,0,8:00,-15494.33,-30085.32,-43108.49,-56074.08,-3873.58,-7521.33,-10777.12,-14018.52
2020.04.14 16:00,0,0,100.85,0,0,0.96095,0.96222,0.96094,0.96204,0,0,-48526.49,0,0,9:00,-14155.01,-26327.02,-36892.74,-48526.49,-3538.75,-6581.76,-9223.18,-12131.62
2020.04.14 17:00,0,0,100.85,0,0,0.96203,0.96205,0.95954,0.96061,0,0,-55330.36,0,0,10:00,-12618.13,-27487.68,-41922.93,-55330.36,-3154.53,-6871.92,-10480.73,-13832.59
2020.04.14 18:00,0,0,100.85,0,0,0.96061,0.96176,0.96043,0.96058,0,0,-28612.81,0,0,11:00,-6926.65,-12277.58,-18527.7,-28612.81,-1731.66,-3069.39,-4631.93,-7153.2
2020.04.14 19:00,0,0,100.85,0,0,0.96059,0.96137,0.96031,0.96102,0,0,-45473.45,0,0,12:00,-12513.04,-25053.8,-37266.66,-45473.45,-3128.26,-6263.45,-9316.67,-11368.36
2020.04.14 20:00,0,0,100.85,0,0,0.96104,0.96134,0.95987,0.95997,0,0,-31266.66,0,0,13:00,-7783.07,-16077.55,-22561.19,-31266.66,-1945.77,-4019.39,-5640.3,-7816.66
2020.04.14 21:00,0,0,100.85,0,0,0.95996,0.96084,0.95992,0.96027,0,0,-46573.41,0,0,14:00,-11849.52,-23155.28,-34638.45,-46573.41,-2962.38,-5788.82,-8659.61,-11643.35
2020.04.14 22:00,0,0,100.85,0,0,0.96026,0.96053,0.96001,0.96011,0,0,-54244.28,0,0,15:00,-12251.27,-25620.21,-39795.46,-54244.28,-3062.82,-6405.05,-9948.86,-13561.07
2020.04.14 23:00,0,0,100.85,0,0,0.96012,0.96053,0.95989,0.95989,0,0,-54015.25,0,0,16:00,-14899.4,-29154.4,-41910.93,-54015.25,-3724.85,-7288.6,-10477.73,-13503.81
2020.04.15 00:00,0,0,100.85,0,0,0.95958,0.96028,0.95911,0.9599,0,0,-76721.98,0,0,17:00,-18457.56,-38329.75,-57738.07,-76721.98,-4614.39,-9582.44,-14434.52,-19180.49
2020.04.15 01:00,0,0,100.85,0,0,0.95988,0.96022,0.95953,0.96001,0,0,-51824.01,0,0,18:00,-13720.3,-27946.32,-39420.37,-51824.01,-3430.07,-6986.58,-9855.09,-12956
2020.04.15 02:00,0,0,100.85,0,0,0.96001,0.96009,0.95972,0.96,0,0,-41865.65,0,0,19:00,-9758.48,-19689.99,-30323.52,-41865.65,-2439.62,-4922.5,-7580.88,-10466.41
2020.04.15 03:00,0,0,100.85,0,0,0.96002,0.96059,0.95976,0.95992,0,0,-23102.53,0,0,20:00,-5905.2,-11547.21,-16949.95,-23102.53,-1476.3,-2886.8,-4237.49,-5775.63
